date,host,instance,type_instance,value
2022-02-20 16:53:00+00:00,10.95.161.207,node1,numa_hit,34030131663.5
2022-02-20 16:53:00+00:00,10.95.161.207,node1,numa_miss,0.0
2022-02-20 16:53:00+00:00,10.95.161.207,node1,numa_foreign,0.0
2022-02-20 16:53:00+00:00,10.95.161.207,node1,interleave_hit,60179.0
2022-02-20 16:53:00+00:00,10.95.161.207,node1,local_node,34029506031.5
2022-02-20 16:53:00+00:00,10.95.161.207,node1,other_node,625632.0
2022-02-20 16:53:00+00:00,10.95.161.208,node0,numa_hit,357908752.5
2022-02-20 16:53:00+00:00,10.95.161.208,node0,numa_miss,24908.0
2022-02-20 16:53:00+00:00,10.95.161.208,node0,numa_foreign,251734247.0
2022-02-20 16:53:00+00:00,10.95.161.208,node0,interleave_hit,60601.0
2022-02-20 16:53:00+00:00,10.95.161.208,node0,local_node,357899595.5
2022-02-20 16:53:00+00:00,10.95.161.208,node0,other_node,34065.0
2022-02-20 16:53:00+00:00,10.95.161.208,node1,numa_hit,202559757.0
2022-02-20 16:53:00+00:00,10.95.161.208,node1,numa_miss,251734247.0
2022-02-20 16:53:00+00:00,10.95.161.208,node1,numa_foreign,24908.0
2022-02-20 16:53:00+00:00,10.95.161.208,node1,interleave_hit,60138.0
2022-02-20 16:53:00+00:00,10.95.161.208,node1,local_node,202593275.0
2022-02-20 16:53:00+00:00,10.95.161.208,node1,other_node,251700729.0
2022-02-20 16:53:00+00:00,10.95.161.209,node0,numa_hit,15325680744.5
2022-02-20 16:53:00+00:00,10.95.161.209,node0,numa_miss,0.0
2022-02-20 16:53:00+00:00,10.95.161.209,node0,numa_foreign,0.0
2022-02-20 16:53:00+00:00,10.95.161.209,node0,interleave_hit,60326.0
2022-02-20 16:53:00+00:00,10.95.161.209,node0,local_node,15325345949.5
2022-02-20 16:53:00+00:00,10.95.161.209,node0,other_node,334795.0
2022-02-20 16:53:00+00:00,10.95.161.209,node1,numa_hit,23530789485.5
2022-02-20 16:53:00+00:00,10.95.161.209,node1,numa_miss,0.0
2022-02-20 16:53:00+00:00,10.95.161.209,node1,numa_foreign,0.0
2022-02-20 16:53:00+00:00,10.95.161.209,node1,interleave_hit,60375.0
2022-02-20 16:53:00+00:00,10.95.161.209,node1,local_node,23530410432.5
2022-02-20 16:53:00+00:00,10.95.161.209,node1,other_node,379053.0
2022-02-20 16:54:00+00:00,10.95.161.205,node0,numa_hit,26045843057.833332
2022-02-20 16:54:00+00:00,10.95.161.205,node0,numa_miss,0.0
2022-02-20 16:54:00+00:00,10.95.161.205,node0,numa_foreign,0.0
2022-02-20 16:54:00+00:00,10.95.161.205,node0,interleave_hit,60281.0
2022-02-20 16:54:00+00:00,10.95.161.205,node0,local_node,26045600858.833332
2022-02-20 16:54:00+00:00,10.95.161.205,node0,other_node,242199.0
2022-02-20 16:54:00+00:00,10.95.161.205,node1,numa_hit,20819762114.333332
2022-02-20 16:54:00+00:00,10.95.161.205,node1,numa_miss,0.0
2022-02-20 16:54:00+00:00,10.95.161.205,node1,numa_foreign,0.0
2022-02-20 16:54:00+00:00,10.95.161.205,node1,interleave_hit,60399.0
2022-02-20 16:54:00+00:00,10.95.161.205,node1,local_node,20819476965.333332
2022-02-20 16:54:00+00:00,10.95.161.205,node1,other_node,285149.0
2022-02-20 16:54:00+00:00,10.95.161.206,node0,numa_hit,4189615817.8333335
2022-02-20 16:54:00+00:00,10.95.161.206,node0,numa_miss,0.0
2022-02-20 16:54:00+00:00,10.95.161.206,node0,numa_foreign,0.0
2022-02-20 16:54:00+00:00,10.95.161.206,node0,interleave_hit,60218.0
2022-02-20 16:54:00+00:00,10.95.161.206,node0,local_node,4189590016.8333335
2022-02-20 16:54:00+00:00,10.95.161.206,node0,other_node,25801.0
2022-02-20 16:54:00+00:00,10.95.161.206,node1,numa_hit,2484835356.1666665
2022-02-20 16:54:00+00:00,10.95.161.206,node1,numa_miss,0.0
2022-02-20 16:54:00+00:00,10.95.161.206,node1,numa_foreign,0.0
2022-02-20 16:54:00+00:00,10.95.161.206,node1,interleave_hit,60499.0
2022-02-20 16:54:00+00:00,10.95.161.206,node1,local_node,2484724171.8333335
2022-02-20 16:54:00+00:00,10.95.161.206,node1,other_node,111184.33333333333
2022-02-20 16:54:00+00:00,10.95.161.207,node0,numa_hit,23796675814.333332
2022-02-20 16:54:00+00:00,10.95.161.207,node0,numa_miss,0.0
2022-02-20 16:54:00+00:00,10.95.161.207,node0,numa_foreign,0.0
2022-02-20 16:54:00+00:00,10.95.161.207,node0,interleave_hit,60548.0
2022-02-20 16:54:00+00:00,10.95.161.207,node0,local_node,23796171748.333332
2022-02-20 16:54:00+00:00,10.95.161.207,node0,other_node,504066.0
2022-02-20 16:54:00+00:00,10.95.161.207,node1,numa_hit,34030225128.666668
2022-02-20 16:54:00+00:00,10.95.161.207,node1,numa_miss,0.0
2022-02-20 16:54:00+00:00,10.95.161.207,node1,numa_foreign,0.0
2022-02-20 16:54:00+00:00,10.95.161.207,node1,interleave_hit,60179.0
2022-02-20 16:54:00+00:00,10.95.161.207,node1,local_node,34029599496.5
2022-02-20 16:54:00+00:00,10.95.161.207,node1,other_node,625632.1666666666
2022-02-20 16:54:00+00:00,10.95.161.208,node0,numa_hit,357912085.8333333
2022-02-20 16:54:00+00:00,10.95.161.208,node0,numa_miss,24908.0
2022-02-20 16:54:00+00:00,10.95.161.208,node0,numa_foreign,251734247.0
2022-02-20 16:54:00+00:00,10.95.161.208,node0,interleave_hit,60601.0
2022-02-20 16:54:00+00:00,10.95.161.208,node0,local_node,357902928.8333333
2022-02-20 16:54:00+00:00,10.95.161.208,node0,other_node,34065.0
2022-02-20 16:54:00+00:00,10.95.161.208,node1,numa_hit,202567787.33333334
2022-02-20 16:54:00+00:00,10.95.161.208,node1,numa_miss,251734247.0
2022-02-20 16:54:00+00:00,10.95.161.208,node1,numa_foreign,24908.0
2022-02-20 16:54:00+00:00,10.95.161.208,node1,interleave_hit,60138.0
2022-02-20 16:54:00+00:00,10.95.161.208,node1,local_node,202601305.33333334
2022-02-20 16:54:00+00:00,10.95.161.208,node1,other_node,251700729.0
2022-02-20 16:54:00+00:00,10.95.161.209,node0,numa_hit,15325730241.666666
2022-02-20 16:54:00+00:00,10.95.161.209,node0,numa_miss,0.0
2022-02-20 16:54:00+00:00,10.95.161.209,node0,numa_foreign,0.0
2022-02-20 16:54:00+00:00,10.95.161.209,node0,interleave_hit,60326.0
2022-02-20 16:54:00+00:00,10.95.161.209,node0,local_node,15325395444.0
2022-02-20 16:54:00+00:00,10.95.161.209,node0,other_node,334797.6666666667
2022-02-20 16:54:00+00:00,10.95.161.209,node1,numa_hit,23530855933.333332
2022-02-20 16:54:00+00:00,10.95.161.209,node1,numa_miss,0.0
2022-02-20 16:54:00+00:00,10.95.161.209,node1,numa_foreign,0.0
2022-02-20 16:54:00+00:00,10.95.161.209,node1,interleave_hit,60375.0
2022-02-20 16:54:00+00:00,10.95.161.209,node1,local_node,23530476880.333332
2022-02-20 16:54:00+00:00,10.95.161.209,node1,other_node,379053.0
2022-02-20 16:55:00+00:00,10.95.161.205,node0,numa_hit,26045996318.833332
2022-02-20 16:55:00+00:00,10.95.161.205,node0,numa_miss,0.0
2022-02-20 16:55:00+00:00,10.95.161.205,node0,numa_foreign,0.0
2022-02-20 16:55:00+00:00,10.95.161.205,node0,interleave_hit,60281.0
2022-02-20 16:55:00+00:00,10.95.161.205,node0,local_node,26045754119.0
2022-02-20 16:55:00+00:00,10.95.161.205,node0,other_node,242199.83333333334
2022-02-20 16:55:00+00:00,10.95.161.205,node1,numa_hit,20819831473.333332
2022-02-20 16:55:00+00:00,10.95.161.205,node1,numa_miss,0.0
2022-02-20 16:55:00+00:00,10.95.161.205,node1,numa_foreign,0.0
2022-02-20 16:55:00+00:00,10.95.161.205,node1,interleave_hit,60399.0
2022-02-20 16:55:00+00:00,10.95.161.205,node1,local_node,20819546324.333332
2022-02-20 16:55:00+00:00,10.95.161.205,node1,other_node,285149.0
2022-02-20 16:55:00+00:00,10.95.161.206,node0,numa_hit,4189730302.8333335
2022-02-20 16:55:00+00:00,10.95.161.206,node0,numa_miss,0.0
2022-02-20 16:55:00+00:00,10.95.161.206,node0,numa_foreign,0.0
2022-02-20 16:55:00+00:00,10.95.161.206,node0,interleave_hit,60218.0
2022-02-20 16:55:00+00:00,10.95.161.206,node0,local_node,4189704501.8333335
2022-02-20 16:55:00+00:00,10.95.161.206,node0,other_node,25801.0
2022-02-20 16:55:00+00:00,10.95.161.206,node1,numa_hit,2484910145.6666665
2022-02-20 16:55:00+00:00,10.95.161.206,node1,numa_miss,0.0
2022-02-20 16:55:00+00:00,10.95.161.206,node1,numa_foreign,0.0
2022-02-20 16:55:00+00:00,10.95.161.206,node1,interleave_hit,60499.0
2022-02-20 16:55:00+00:00,10.95.161.206,node1,local_node,2484798960.0
2022-02-20 16:55:00+00:00,10.95.161.206,node1,other_node,111185.66666666667
2022-02-20 16:55:00+00:00,10.95.161.207,node0,numa_hit,23796765416.666668
2022-02-20 16:55:00+00:00,10.95.161.207,node0,numa_miss,0.0
2022-02-20 16:55:00+00:00,10.95.161.207,node0,numa_foreign,0.0
2022-02-20 16:55:00+00:00,10.95.161.207,node0,interleave_hit,60548.0
2022-02-20 16:55:00+00:00,10.95.161.207,node0,local_node,23796261350.666668
2022-02-20 16:55:00+00:00,10.95.161.207,node0,other_node,504066.0
2022-02-20 16:55:00+00:00,10.95.161.207,node1,numa_hit,34030347352.166668
2022-02-20 16:55:00+00:00,10.95.161.207,node1,numa_miss,0.0
2022-02-20 16:55:00+00:00,10.95.161.207,node1,numa_foreign,0.0
2022-02-20 16:55:00+00:00,10.95.161.207,node1,interleave_hit,60179.0
2022-02-20 16:55:00+00:00,10.95.161.207,node1,local_node,34029721717.5
2022-02-20 16:55:00+00:00,10.95.161.207,node1,other_node,625634.3333333334
2022-02-20 16:55:00+00:00,10.95.161.208,node0,numa_hit,357915647.8333333
2022-02-20 16:55:00+00:00,10.95.161.208,node0,numa_miss,24908.0
2022-02-20 16:55:00+00:00,10.95.161.208,node0,numa_foreign,251734247.0
2022-02-20 16:55:00+00:00,10.95.161.208,node0,interleave_hit,60601.0
2022-02-20 16:55:00+00:00,10.95.161.208,node0,local_node,357906490.8333333
2022-02-20 16:55:00+00:00,10.95.161.208,node0,other_node,34065.0
2022-02-20 16:55:00+00:00,10.95.161.208,node1,numa_hit,202575299.16666666
2022-02-20 16:55:00+00:00,10.95.161.208,node1,numa_miss,251734247.0
2022-02-20 16:55:00+00:00,10.95.161.208,node1,numa_foreign,24908.0
2022-02-20 16:55:00+00:00,10.95.161.208,node1,interleave_hit,60138.0
2022-02-20 16:55:00+00:00,10.95.161.208,node1,local_node,202608817.16666666
2022-02-20 16:55:00+00:00,10.95.161.208,node1,other_node,251700729.0
2022-02-20 16:55:00+00:00,10.95.161.209,node0,numa_hit,15325780127.666666
2022-02-20 16:55:00+00:00,10.95.161.209,node0,numa_miss,0.0
2022-02-20 16:55:00+00:00,10.95.161.209,node0,numa_foreign,0.0
2022-02-20 16:55:00+00:00,10.95.161.209,node0,interleave_hit,60326.0
2022-02-20 16:55:00+00:00,10.95.161.209,node0,local_node,15325445328.666666
2022-02-20 16:55:00+00:00,10.95.161.209,node0,other_node,334799.0
2022-02-20 16:55:00+00:00,10.95.161.209,node1,numa_hit,23530975529.833332
2022-02-20 16:55:00+00:00,10.95.161.209,node1,numa_miss,0.0
2022-02-20 16:55:00+00:00,10.95.161.209,node1,numa_foreign,0.0
2022-02-20 16:55:00+00:00,10.95.161.209,node1,interleave_hit,60375.0
2022-02-20 16:55:00+00:00,10.95.161.209,node1,local_node,23530596476.833332
2022-02-20 16:55:00+00:00,10.95.161.209,node1,other_node,379053.0
2022-02-20 16:56:00+00:00,10.95.161.205,node0,numa_hit,26046109742.333332
2022-02-20 16:56:00+00:00,10.95.161.205,node0,numa_miss,0.0
2022-02-20 16:56:00+00:00,10.95.161.205,node0,numa_foreign,0.0
2022-02-20 16:56:00+00:00,10.95.161.205,node0,interleave_hit,60281.0
2022-02-20 16:56:00+00:00,10.95.161.205,node0,local_node,26045867542.0
2022-02-20 16:56:00+00:00,10.95.161.205,node0,other_node,242200.33333333334
2022-02-20 16:56:00+00:00,10.95.161.205,node1,numa_hit,20819938865.666668
2022-02-20 16:56:00+00:00,10.95.161.205,node1,numa_miss,0.0
2022-02-20 16:56:00+00:00,10.95.161.205,node1,numa_foreign,0.0
2022-02-20 16:56:00+00:00,10.95.161.205,node1,interleave_hit,60399.0
2022-02-20 16:56:00+00:00,10.95.161.205,node1,local_node,20819653716.666668
2022-02-20 16:56:00+00:00,10.95.161.205,node1,other_node,285149.0
2022-02-20 16:56:00+00:00,10.95.161.206,node0,numa_hit,4189852057.0
2022-02-20 16:56:00+00:00,10.95.161.206,node0,numa_miss,0.0
2022-02-20 16:56:00+00:00,10.95.161.206,node0,numa_foreign,0.0
2022-02-20 16:56:00+00:00,10.95.161.206,node0,interleave_hit,60218.0
2022-02-20 16:56:00+00:00,10.95.161.206,node0,local_node,4189826256.0
2022-02-20 16:56:00+00:00,10.95.161.206,node0,other_node,25801.0
2022-02-20 16:56:00+00:00,10.95.161.206,node1,numa_hit,2484978587.8333335
2022-02-20 16:56:00+00:00,10.95.161.206,node1,numa_miss,0.0
2022-02-20 16:56:00+00:00,10.95.161.206,node1,numa_foreign,0.0
2022-02-20 16:56:00+00:00,10.95.161.206,node1,interleave_hit,60499.0
2022-02-20 16:56:00+00:00,10.95.161.206,node1,local_node,2484867401.3333335
2022-02-20 16:56:00+00:00,10.95.161.206,node1,other_node,111186.5
2022-02-20 16:56:00+00:00,10.95.161.207,node0,numa_hit,23796834871.166668
2022-02-20 16:56:00+00:00,10.95.161.207,node0,numa_miss,0.0
2022-02-20 16:56:00+00:00,10.95.161.207,node0,numa_foreign,0.0
2022-02-20 16:56:00+00:00,10.95.161.207,node0,interleave_hit,60548.0
2022-02-20 16:56:00+00:00,10.95.161.207,node0,local_node,23796330805.166668
2022-02-20 16:56:00+00:00,10.95.161.207,node0,other_node,504066.0
2022-02-20 16:56:00+00:00,10.95.161.207,node1,numa_hit,34030478034.5
2022-02-20 16:56:00+00:00,10.95.161.207,node1,numa_miss,0.0
2022-02-20 16:56:00+00:00,10.95.161.207,node1,numa_foreign,0.0
2022-02-20 16:56:00+00:00,10.95.161.207,node1,interleave_hit,60179.0
2022-02-20 16:56:00+00:00,10.95.161.207,node1,local_node,34029852396.833332
2022-02-20 16:56:00+00:00,10.95.161.207,node1,other_node,625637.6666666666
2022-02-20 16:56:00+00:00,10.95.161.208,node0,numa_hit,357919074.3333333
2022-02-20 16:56:00+00:00,10.95.161.208,node0,numa_miss,24908.0
2022-02-20 16:56:00+00:00,10.95.161.208,node0,numa_foreign,251734247.0
2022-02-20 16:56:00+00:00,10.95.161.208,node0,interleave_hit,60601.0
2022-02-20 16:56:00+00:00,10.95.161.208,node0,local_node,357909917.3333333
2022-02-20 16:56:00+00:00,10.95.161.208,node0,other_node,34065.0
2022-02-20 16:56:00+00:00,10.95.161.208,node1,numa_hit,202582532.33333334
2022-02-20 16:56:00+00:00,10.95.161.208,node1,numa_miss,251734247.0
2022-02-20 16:56:00+00:00,10.95.161.208,node1,numa_foreign,24908.0
2022-02-20 16:56:00+00:00,10.95.161.208,node1,interleave_hit,60138.0
2022-02-20 16:56:00+00:00,10.95.161.208,node1,local_node,202616050.33333334
2022-02-20 16:56:00+00:00,10.95.161.208,node1,other_node,251700729.0
2022-02-20 16:56:00+00:00,10.95.161.209,node0,numa_hit,15325826524.833334
2022-02-20 16:56:00+00:00,10.95.161.209,node0,numa_miss,0.0
2022-02-20 16:56:00+00:00,10.95.161.209,node0,numa_foreign,0.0
2022-02-20 16:56:00+00:00,10.95.161.209,node0,interleave_hit,60326.0
2022-02-20 16:56:00+00:00,10.95.161.209,node0,local_node,15325491725.833334
2022-02-20 16:56:00+00:00,10.95.161.209,node0,other_node,334799.0
2022-02-20 16:56:00+00:00,10.95.161.209,node1,numa_hit,23531099321.166668
2022-02-20 16:56:00+00:00,10.95.161.209,node1,numa_miss,0.0
2022-02-20 16:56:00+00:00,10.95.161.209,node1,numa_foreign,0.0
2022-02-20 16:56:00+00:00,10.95.161.209,node1,interleave_hit,60375.0
2022-02-20 16:56:00+00:00,10.95.161.209,node1,local_node,23530720268.166668
2022-02-20 16:56:00+00:00,10.95.161.209,node1,other_node,379053.0
2022-02-20 16:57:00+00:00,10.95.161.205,node0,numa_hit,26046215313.833332
2022-02-20 16:57:00+00:00,10.95.161.205,node0,numa_miss,0.0
2022-02-20 16:57:00+00:00,10.95.161.205,node0,numa_foreign,0.0
2022-02-20 16:57:00+00:00,10.95.161.205,node0,interleave_hit,60281.0
2022-02-20 16:57:00+00:00,10.95.161.205,node0,local_node,26045973112.833332
2022-02-20 16:57:00+00:00,10.95.161.205,node0,other_node,242201.0
2022-02-20 16:57:00+00:00,10.95.161.205,node1,numa_hit,20820051029.666668
2022-02-20 16:57:00+00:00,10.95.161.205,node1,numa_miss,0.0
2022-02-20 16:57:00+00:00,10.95.161.205,node1,numa_foreign,0.0
2022-02-20 16:57:00+00:00,10.95.161.205,node1,interleave_hit,60399.0
2022-02-20 16:57:00+00:00,10.95.161.205,node1,local_node,20819765880.666668
2022-02-20 16:57:00+00:00,10.95.161.205,node1,other_node,285149.0
2022-02-20 16:57:00+00:00,10.95.161.206,node0,numa_hit,4189949675.1666665
2022-02-20 16:57:00+00:00,10.95.161.206,node0,numa_miss,0.0
2022-02-20 16:57:00+00:00,10.95.161.206,node0,numa_foreign,0.0
2022-02-20 16:57:00+00:00,10.95.161.206,node0,interleave_hit,60218.0
2022-02-20 16:57:00+00:00,10.95.161.206,node0,local_node,4189923874.1666665
2022-02-20 16:57:00+00:00,10.95.161.206,node0,other_node,25801.0
2022-02-20 16:57:00+00:00,10.95.161.206,node1,numa_hit,2485068595.5
2022-02-20 16:57:00+00:00,10.95.161.206,node1,numa_miss,0.0
2022-02-20 16:57:00+00:00,10.95.161.206,node1,numa_foreign,0.0
2022-02-20 16:57:00+00:00,10.95.161.206,node1,interleave_hit,60499.0
2022-02-20 16:57:00+00:00,10.95.161.206,node1,local_node,2484957407.5
2022-02-20 16:57:00+00:00,10.95.161.206,node1,other_node,111188.0
2022-02-20 16:57:00+00:00,10.95.161.207,node0,numa_hit,23796924216.666668
2022-02-20 16:57:00+00:00,10.95.161.207,node0,numa_miss,0.0
2022-02-20 16:57:00+00:00,10.95.161.207,node0,numa_foreign,0.0
2022-02-20 16:57:00+00:00,10.95.161.207,node0,interleave_hit,60548.0
2022-02-20 16:57:00+00:00,10.95.161.207,node0,local_node,23796420150.666668
2022-02-20 16:57:00+00:00,10.95.161.207,node0,other_node,504066.0
2022-02-20 16:57:00+00:00,10.95.161.207,node1,numa_hit,34030590874.166668
2022-02-20 16:57:00+00:00,10.95.161.207,node1,numa_miss,0.0
2022-02-20 16:57:00+00:00,10.95.161.207,node1,numa_foreign,0.0
2022-02-20 16:57:00+00:00,10.95.161.207,node1,interleave_hit,60179.0
2022-02-20 16:57:00+00:00,10.95.161.207,node1,local_node,34029965236.166668
2022-02-20 16:57:00+00:00,10.95.161.207,node1,other_node,625638.0
2022-02-20 16:57:00+00:00,10.95.161.208,node0,numa_hit,357922448.1666667
2022-02-20 16:57:00+00:00,10.95.161.208,node0,numa_miss,24908.0
2022-02-20 16:57:00+00:00,10.95.161.208,node0,numa_foreign,251734247.0
2022-02-20 16:57:00+00:00,10.95.161.208,node0,interleave_hit,60601.0
2022-02-20 16:57:00+00:00,10.95.161.208,node0,local_node,357913291.1666667
2022-02-20 16:57:00+00:00,10.95.161.208,node0,other_node,34065.0
2022-02-20 16:57:00+00:00,10.95.161.208,node1,numa_hit,202589781.16666666
2022-02-20 16:57:00+00:00,10.95.161.208,node1,numa_miss,251734247.0
2022-02-20 16:57:00+00:00,10.95.161.208,node1,numa_foreign,24908.0
2022-02-20 16:57:00+00:00,10.95.161.208,node1,interleave_hit,60138.0
2022-02-20 16:57:00+00:00,10.95.161.208,node1,local_node,202623299.0
2022-02-20 16:57:00+00:00,10.95.161.208,node1,other_node,251700729.0
2022-02-20 16:57:00+00:00,10.95.161.209,node0,numa_hit,15325875339.833334
2022-02-20 16:57:00+00:00,10.95.161.209,node0,numa_miss,0.0
2022-02-20 16:57:00+00:00,10.95.161.209,node0,numa_foreign,0.0
2022-02-20 16:57:00+00:00,10.95.161.209,node0,interleave_hit,60326.0
2022-02-20 16:57:00+00:00,10.95.161.209,node0,local_node,15325540540.833334
2022-02-20 16:57:00+00:00,10.95.161.209,node0,other_node,334799.0
2022-02-20 16:57:00+00:00,10.95.161.209,node1,numa_hit,23531231936.5
2022-02-20 16:57:00+00:00,10.95.161.209,node1,numa_miss,0.0
2022-02-20 16:57:00+00:00,10.95.161.209,node1,numa_foreign,0.0
2022-02-20 16:57:00+00:00,10.95.161.209,node1,interleave_hit,60375.0
2022-02-20 16:57:00+00:00,10.95.161.209,node1,local_node,23530852883.5
2022-02-20 16:57:00+00:00,10.95.161.209,node1,other_node,379053.0
2022-02-20 16:58:00+00:00,10.95.161.205,node0,numa_hit,26046282854.5
2022-02-20 16:58:00+00:00,10.95.161.205,node0,numa_miss,0.0
2022-02-20 16:58:00+00:00,10.95.161.205,node0,numa_foreign,0.0
2022-02-20 16:58:00+00:00,10.95.161.205,node0,interleave_hit,60281.0
2022-02-20 16:58:00+00:00,10.95.161.205,node0,local_node,26046040653.5
2022-02-20 16:58:00+00:00,10.95.161.205,node0,other_node,242201.0
2022-02-20 16:58:00+00:00,10.95.161.205,node1,numa_hit,20820201475.0
2022-02-20 16:58:00+00:00,10.95.161.205,node1,numa_miss,0.0
2022-02-20 16:58:00+00:00,10.95.161.205,node1,numa_foreign,0.0
2022-02-20 16:58:00+00:00,10.95.161.205,node1,interleave_hit,60399.0
2022-02-20 16:58:00+00:00,10.95.161.205,node1,local_node,20819916326.0
2022-02-20 16:58:00+00:00,10.95.161.205,node1,other_node,285149.0
2022-02-20 16:58:00+00:00,10.95.161.206,node0,numa_hit,4190016722.0
2022-02-20 16:58:00+00:00,10.95.161.206,node0,numa_miss,0.0
2022-02-20 16:58:00+00:00,10.95.161.206,node0,numa_foreign,0.0
2022-02-20 16:58:00+00:00,10.95.161.206,node0,interleave_hit,60218.0
2022-02-20 16:58:00+00:00,10.95.161.206,node0,local_node,4189990921.0
2022-02-20 16:58:00+00:00,10.95.161.206,node0,other_node,25801.0
2022-02-20 16:58:00+00:00,10.95.161.206,node1,numa_hit,2485187022.6666665
2022-02-20 16:58:00+00:00,10.95.161.206,node1,numa_miss,0.0
2022-02-20 16:58:00+00:00,10.95.161.206,node1,numa_foreign,0.0
2022-02-20 16:58:00+00:00,10.95.161.206,node1,interleave_hit,60499.0
2022-02-20 16:58:00+00:00,10.95.161.206,node1,local_node,2485075833.8333335
2022-02-20 16:58:00+00:00,10.95.161.206,node1,other_node,111188.83333333333
2022-02-20 16:58:00+00:00,10.95.161.207,node0,numa_hit,23797014084.0
2022-02-20 16:58:00+00:00,10.95.161.207,node0,numa_miss,0.0
2022-02-20 16:58:00+00:00,10.95.161.207,node0,numa_foreign,0.0
2022-02-20 16:58:00+00:00,10.95.161.207,node0,interleave_hit,60548.0
2022-02-20 16:58:00+00:00,10.95.161.207,node0,local_node,23796510018.0
2022-02-20 16:58:00+00:00,10.95.161.207,node0,other_node,504066.0
2022-02-20 16:58:00+00:00,10.95.161.207,node1,numa_hit,34030709802.666668
2022-02-20 16:58:00+00:00,10.95.161.207,node1,numa_miss,0.0
2022-02-20 16:58:00+00:00,10.95.161.207,node1,numa_foreign,0.0
2022-02-20 16:58:00+00:00,10.95.161.207,node1,interleave_hit,60179.0
2022-02-20 16:58:00+00:00,10.95.161.207,node1,local_node,34030084164.666668
2022-02-20 16:58:00+00:00,10.95.161.207,node1,other_node,625638.0
2022-02-20 16:58:00+00:00,10.95.161.208,node0,numa_hit,357925836.5
2022-02-20 16:58:00+00:00,10.95.161.208,node0,numa_miss,24908.0
2022-02-20 16:58:00+00:00,10.95.161.208,node0,numa_foreign,251734247.0
2022-02-20 16:58:00+00:00,10.95.161.208,node0,interleave_hit,60601.0
2022-02-20 16:58:00+00:00,10.95.161.208,node0,local_node,357916679.5
2022-02-20 16:58:00+00:00,10.95.161.208,node0,other_node,34065.0
2022-02-20 16:58:00+00:00,10.95.161.208,node1,numa_hit,202597628.0
2022-02-20 16:58:00+00:00,10.95.161.208,node1,numa_miss,251734247.0
2022-02-20 16:58:00+00:00,10.95.161.208,node1,numa_foreign,24908.0
2022-02-20 16:58:00+00:00,10.95.161.208,node1,interleave_hit,60138.0
2022-02-20 16:58:00+00:00,10.95.161.208,node1,local_node,202631146.0
2022-02-20 16:58:00+00:00,10.95.161.208,node1,other_node,251700729.0
2022-02-20 16:58:00+00:00,10.95.161.209,node0,numa_hit,15325927111.5
2022-02-20 16:58:00+00:00,10.95.161.209,node0,numa_miss,0.0
2022-02-20 16:58:00+00:00,10.95.161.209,node0,numa_foreign,0.0
2022-02-20 16:58:00+00:00,10.95.161.209,node0,interleave_hit,60326.0
2022-02-20 16:58:00+00:00,10.95.161.209,node0,local_node,15325592312.5
2022-02-20 16:58:00+00:00,10.95.161.209,node0,other_node,334799.0
